gene_id_human	gene_name_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse
ENSG00000107175	CREB3	ENSMUSG00000028466	Creb3	966.1902254278276
ENSG00000196092	PAX5	ENSMUSG00000014030	Pax5	123.74712358217941
ENSG00000119138	KLF9	ENSMUSG00000033863	Klf9	9141.369142175829
ENSG00000165030	NFIL3	ENSMUSG00000056749	Nfil3	434.3380991401663
ENSG00000131668	BARX1	ENSMUSG00000021381	Barx1	10.85411392580199
ENSG00000119508	NR4A3	ENSMUSG00000028341	Nr4a3	8.055315378028954
ENSG00000106852	LHX6	ENSMUSG00000026890	Lhx6	179.20923115786204
ENSG00000186130	ZBTB6	ENSMUSG00000066798	Zbtb6	1663.8624504128632
ENSG00000106689	LHX2	ENSMUSG00000000247	Lhx2	115.37132340707792
ENSG00000148200	NR6A1	ENSMUSG00000063972	Nr6a1	1989.3830177080833
ENSG00000167081	PBX3	ENSMUSG00000038718	Pbx3	270.54645869318733
ENSG00000136944	LMX1B	ENSMUSG00000038765	Lmx1b	132.91413475439765
ENSG00000171169	NAIF1	ENSMUSG00000039164	Naif1	444.5935633828523
ENSG00000130711	PRDM12	ENSMUSG00000079466	Prdm12	0.5515339905032567
ENSG00000125492	BARHL1	ENSMUSG00000026805	Barhl1	4.50057637318105
ENSG00000165702	GFI1B	ENSMUSG00000026815	Gfi1b	3.51482759217198
ENSG00000067082	KLF6	ENSMUSG00000000078	Klf6	2986.11990257338
ENSG00000148516	ZEB1	ENSMUSG00000024238	Zeb1	1624.866638542473
ENSG00000095794	CREM	ENSMUSG00000063889	Crem	493.1938958638777
ENSG00000169740	ZNF32	ENSMUSG00000059689	Zfp637	376.6650061992787
ENSG00000165606	DRGX	ENSMUSG00000041730	Prrxl1	0.5515339905032567
ENSG00000150347	ARID5B	ENSMUSG00000019947	Arid5b	23124.0538741745
ENSG00000138336	TET1	ENSMUSG00000047146	Tet1	51585.99151235866
ENSG00000122859	NEUROG3	ENSMUSG00000044312	Neurog3	17.6757519299866
ENSG00000148606	POLR3A	ENSMUSG00000025280	Polr3a	4865.398012322017
ENSG00000196233	LCOR	ENSMUSG00000090673	Gm340	1792.94250928773
ENSG00000119919	NKX2-3	ENSMUSG00000044220	Nkx2-3	4.22844159854059
ENSG00000075891	PAX2	ENSMUSG00000004231	Pax2	3.1543883683765137
ENSG00000107807	TLX1	ENSMUSG00000025215	Tlx1	21.328472683350025
ENSG00000138136	LBX1	ENSMUSG00000025216	Lbx1	0.7498931984333734
ENSG00000077150	NFKB2	ENSMUSG00000025225	Nfkb2	1433.2045746428
ENSG00000119950	MXI1	ENSMUSG00000025025	Mxi1	1513.411573076807
ENSG00000108055	SMC3	ENSMUSG00000024974	Smc3	19953.973471965266
ENSG00000148737	TCF7L2	ENSMUSG00000024985	Tcf7l2	860.0098506829294
ENSG00000095574	IKZF5	ENSMUSG00000040167	Ikzf5	205.80026793010936
ENSG00000188620	HMX3	ENSMUSG00000040148	Hmx3	2.37184819848954
ENSG00000229544	NKX1-2	ENSMUSG00000048528	Nkx1-2	131.003038718048
ENSG00000108001	EBF3	ENSMUSG00000010476	Ebf3	15.862702163222634
ENSG00000148826	NKX6-2	ENSMUSG00000041309	Nkx6-2	490.37928890990065
ENSG00000185507	IRF7	ENSMUSG00000025498	Irf7	16.95487348239563
ENSG00000177030	DEAF1	ENSMUSG00000058886	Deaf1	1865.8080039811769
ENSG00000183734	ASCL2	ENSMUSG00000009248	Ascl2	361.384233296601
ENSG00000187079	TEAD1	ENSMUSG00000055320	Tead1	12481.216068728134
ENSG00000133794	ARNTL	ENSMUSG00000055116	Arntl	1592.0515402760636
ENSG00000110693	SOX6	ENSMUSG00000051910	Sox6	74.93272884224594
ENSG00000129173	E2F8	ENSMUSG00000046179	E2f8	1494.9519132451899
ENSG00000007372	PAX6	ENSMUSG00000027168	Pax6	110.63134089901934
ENSG00000184937	WT1	ENSMUSG00000016458	Wt1	18.967521146694
ENSG00000135363	LMO2	ENSMUSG00000032698	Lmo2	41.12455501242663
ENSG00000135373	EHF	ENSMUSG00000012350	Ehf	57.92944081634777
ENSG00000052850	ALX4	ENSMUSG00000040310	Alx4	3.9575240064809396
ENSG00000025434	NR1H3	ENSMUSG00000002108	Nr1h3	36.0953713067885
ENSG00000066336	SPI1	ENSMUSG00000002111	Spi1	82.873097044261
ENSG00000185670	ZBTB3	ENSMUSG00000071661	Zbtb3	533.4404019773257
ENSG00000172818	OVOL1	ENSMUSG00000024922	Ovol1	0.7498931984333734
ENSG00000174576	NPAS4	ENSMUSG00000045903	Npas4	0.0
ENSG00000082175	PGR	ENSMUSG00000031870	Pgr	41.077316817350166
ENSG00000110777	POU2AF1	ENSMUSG00000032053	Pou2af1	0.0
ENSG00000109906	ZBTB16	ENSMUSG00000066687	Zbtb16	59.928716619496264
ENSG00000176302	FOXR1	ENSMUSG00000074397	Foxr1	80.73590875278971
ENSG00000172273	HINFP	ENSMUSG00000032119	Hinfp	3236.7749572319335
ENSG00000137709	POU2F3	ENSMUSG00000032015	Pou2f3	377.39434040386476
ENSG00000188909	BSX	ENSMUSG00000054360	Bsx	0.0
ENSG00000166261	ZNF202	ENSMUSG00000025602	Zfp202	257.7184514944683
ENSG00000134954	ETS1	ENSMUSG00000032035	Ets1	126.57382287354733
ENSG00000043039	BARX2	ENSMUSG00000032033	Barx2	3.51482759217198
ENSG00000111206	FOXM1	ENSMUSG00000001517	Foxm1	4446.8396418812945
ENSG00000197905	TEAD4	ENSMUSG00000030353	Tead4	4137.91782304407
ENSG00000111653	ING4	ENSMUSG00000030330	Ing4	107.33171108002752
ENSG00000126746	ZNF384	ENSMUSG00000038346	Zfp384	3617.6729792014303
ENSG00000111704	NANOG	ENSMUSG00000012396	Nanog	45377.137985781534
ENSG00000196946	ZNF705A	ENSMUSG00000055150	Zfp78	390.169210518138
ENSG00000123095	BHLHE41	ENSMUSG00000030256	Bhlhe41	98.23381527475412
ENSG00000029153	ARNTL2	ENSMUSG00000040187	Arntl2	69.75597467605583
ENSG00000185610	DBX2	ENSMUSG00000045608	Dbx2	3.3164683842418636
ENSG00000189079	ARID2	ENSMUSG00000033237	Arid2	8352.963212428696
ENSG00000111424	VDR	ENSMUSG00000022479	Vdr	69.3241512366648
ENSG00000135457	TFCP2	ENSMUSG00000009733	Tfcp2	898.478390546121
ENSG00000139651	ZNF740	ENSMUSG00000046897	Zfp740	7587.758017229563
ENSG00000185591	SP1	ENSMUSG00000001280	Sp1	20454.86131599097
ENSG00000170653	ATF7	ENSMUSG00000099083	Atf7	1717.23209185868
ENSG00000170653	ATF7	ENSMUSG00000052414	Gm28047	0.0
ENSG00000123407	HOXC12	ENSMUSG00000050328	Hoxc12	161.59150872956033
ENSG00000037965	HOXC8	ENSMUSG00000001657	Hoxc8	2.015041195305237
ENSG00000123307	NEUROD4	ENSMUSG00000048015	Neurod4	0.7136140063686067
ENSG00000123411	IKZF4	ENSMUSG00000002578	Ikzf4	105.17281331309117
ENSG00000139613	SMARCC2	ENSMUSG00000025369	Smarcc2	1918.6600335719165
ENSG00000170581	STAT2	ENSMUSG00000040033	Stat2	2401.078148101133
ENSG00000166888	STAT6	ENSMUSG00000002147	Stat6	2177.133126672567
ENSG00000175197	DDIT3	ENSMUSG00000025408	Ddit3	938.9593072018748
ENSG00000149948	HMGA2	ENSMUSG00000108981	Gm15262	0.7498931984333734
ENSG00000165891	E2F7	ENSMUSG00000020185	E2f7	1618.4358178848868
ENSG00000111046	MYF6	ENSMUSG00000035923	Myf6	0.0
ENSG00000120798	NR2C1	ENSMUSG00000005897	Nr2c1	412.46778909280465
ENSG00000012504	NR1H4	ENSMUSG00000047638	Nr1h4	2.56657518580849
ENSG00000139352	ASCL1	ENSMUSG00000020052	Ascl1	1.4272280127372163
ENSG00000120837	NFYB	ENSMUSG00000020248	Nfyb	5540.069214439477
ENSG00000110851	PRDM4	ENSMUSG00000035529	Prdm4	3717.9155649149398
ENSG00000111249	CUX2	ENSMUSG00000042589	Cux2	313.74764992225266
ENSG00000089116	LHX5	ENSMUSG00000029595	Lhx5	16.024760672064527
ENSG00000089225	TBX5	ENSMUSG00000018263	Tbx5	2.7467947977062264
ENSG00000089094	KDM2B	ENSMUSG00000029475	Kdm2b	10236.282172187633
ENSG00000175727	MLXIP	ENSMUSG00000038342	Mlxip	1874.840646677697
ENSG00000179195	ZNF664	ENSMUSG00000079215	Zfp664	5471.327623000427
ENSG00000122034	GTF3A	ENSMUSG00000016503	Gtf3a	557.379036493818
ENSG00000169840	GSX1	ENSMUSG00000053129	Gsx1	6.632936768483726
ENSG00000120669	SOHLH2	ENSMUSG00000027794	Sohlh2	580.5300944136974
ENSG00000125285	SOX21	ENSMUSG00000061517	Sox21	542.04710733637
ENSG00000139800	ZIC5	ENSMUSG00000041703	Zic5	2522.4535740339866
ENSG00000043355	ZIC2	ENSMUSG00000061524	Zic2	3860.5894722428634
ENSG00000165804	ZNF219	ENSMUSG00000049295	Zfp219	4236.495215290456
ENSG00000165821	SALL2	ENSMUSG00000049532	Sall2	587.6033964066611
ENSG00000092067	CEBPE	ENSMUSG00000052435	Cebpe	1.4635072048019804
ENSG00000215271	HOMEZ	ENSMUSG00000057156	Homez	328.06702205532173
ENSG00000136367	ZFHX2	ENSMUSG00000040721	Zfhx2	2036.0644345950002
ENSG00000129535	NRL	ENSMUSG00000040632	Nrl	0.0
ENSG00000213928	IRF9	ENSMUSG00000002325	Irf9	1599.4841051443966
ENSG00000126778	SIX1	ENSMUSG00000051367	Six1	496.04356700723
ENSG00000100625	SIX4	ENSMUSG00000034460	Six4	4482.276605303823
ENSG00000100644	HIF1A	ENSMUSG00000021109	Hif1a	8913.60955001562
ENSG00000126804	ZBTB1	ENSMUSG00000033454	Zbtb1	2087.4324282136836
ENSG00000125952	MAX	ENSMUSG00000059436	Max	4688.660215420164
ENSG00000119725	ZNF410	ENSMUSG00000042472	Zfp410	2410.775196678733
ENSG00000140044	JDP2	ENSMUSG00000034271	Jdp2	682.179761847432
ENSG00000156127	BATF	ENSMUSG00000034266	Batf	10.938786154345829
ENSG00000119715	ESRRB	ENSMUSG00000021255	Esrrb	53702.657585593704
ENSG00000053254	FOXN3	ENSMUSG00000033713	Foxn3	1264.0281263751
ENSG00000100811	YY1	ENSMUSG00000021264	Yy1	6199.027386006516
ENSG00000185024	BRF1	ENSMUSG00000011158	Brf1	1162.3896177553668
ENSG00000174197	MGA	ENSMUSG00000033943	Mga	34205.34233793293
ENSG00000104064	GABPB1	ENSMUSG00000027361	Gabpb1	3247.6373121364
ENSG00000140262	TCF12	ENSMUSG00000032228	Tcf12	3642.7901002289
ENSG00000069667	RORA	ENSMUSG00000032238	Rora	122.57158106524533
ENSG00000137834	SMAD6	ENSMUSG00000036867	Smad6	236.88098441370434
ENSG00000166949	SMAD3	ENSMUSG00000032402	Smad3	1792.4416371823565
ENSG00000278570	NR2E3	ENSMUSG00000032292	Nr2e3	1.8203142079862833
ENSG00000169375	SIN3A	ENSMUSG00000042557	Sin3a	17226.150150523532
ENSG00000214575	CPEB1	ENSMUSG00000025586	Cpeb1	166.39455716602998
ENSG00000166823	MESP1	ENSMUSG00000030544	Mesp1	0.9264805897199434
